City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
457,Shemonaikha,KZ,50.6328,81.9056,32.67,79,2,11.95,clear sky,2022-04-11 00:25:07
458,Galveston,US,29.3669,-94.9669,73.51,79,100,16.11,overcast clouds,2022-04-11 00:25:07
459,Southbridge,US,42.0751,-72.0334,45.52,61,89,5.01,overcast clouds,2022-04-11 00:24:00
460,Pitlochry,GB,56.7051,-3.7343,41.27,92,100,3.71,overcast clouds,2022-04-11 00:25:08
461,Tucuma,BR,-0.1833,-50.05,74.7,93,100,4.52,overcast clouds,2022-04-11 00:25:08
462,Solnechnyy,RU,50.7214,136.6319,30.63,85,98,5.77,overcast clouds,2022-04-11 00:25:09
463,Gumia,IN,23.7833,85.8167,77.58,42,1,2.64,clear sky,2022-04-11 00:25:09
464,Parrita,CR,9.5201,-84.3225,80.53,82,78,3.11,broken clouds,2022-04-11 00:25:10
465,Tual,ID,-5.6667,132.75,79.12,83,100,9.33,overcast clouds,2022-04-11 00:25:10
466,Tromso,NO,69.6496,18.957,35.62,69,20,10.36,few clouds,2022-04-11 00:25:11
467,Dusti,TJ,37.3481,68.664,72.68,29,100,3.94,overcast clouds,2022-04-11 00:25:11
468,Trairi,BR,-3.2778,-39.2689,75.63,88,81,1.48,broken clouds,2022-04-11 00:25:11
469,Barranca,PE,-10.75,-77.7667,68.02,86,31,6.2,scattered clouds,2022-04-11 00:25:12
470,Bandundu,CD,-3.3167,17.3667,73.31,95,88,1.14,light rain,2022-04-11 00:25:12
471,Abnub,EG,27.2696,31.1511,71.82,23,27,6.73,scattered clouds,2022-04-11 00:25:12
472,Jalu,LY,29.0331,21.5482,67.78,27,0,18.99,clear sky,2022-04-11 00:25:13
473,Margate,GB,51.3813,1.3862,46.69,80,100,3.0,overcast clouds,2022-04-11 00:24:50
474,Geneva,US,41.8875,-88.3054,61.0,44,0,25.32,clear sky,2022-04-11 00:21:56
475,Picota,PE,-6.9197,-76.3304,79.29,92,100,1.19,overcast clouds,2022-04-11 00:25:13
476,Salisbury,GB,51.0693,-1.7957,49.01,72,100,8.05,overcast clouds,2022-04-11 00:21:46
477,Batouri,CM,4.4333,14.3667,69.13,93,42,0.11,light rain,2022-04-11 00:25:14
478,Uvinza,TZ,-5.1036,30.3911,65.23,82,59,1.45,broken clouds,2022-04-11 00:25:16
479,Bolotnoye,RU,55.6717,84.3981,8.49,98,37,2.59,scattered clouds,2022-04-11 00:25:16
480,Mar Del Plata,AR,-38.0023,-57.5575,69.1,96,100,10.0,overcast clouds,2022-04-11 00:20:48
481,Henties Bay,NA,-22.116,14.2845,62.31,75,0,2.01,clear sky,2022-04-11 00:25:17
482,Dicabisagan,PH,17.0818,122.4157,79.84,80,95,5.06,overcast clouds,2022-04-11 00:25:18
483,Verkhoyansk,RU,67.5447,133.385,3.83,90,92,3.06,overcast clouds,2022-04-11 00:25:18
484,Tupa,BR,-21.9347,-50.5136,73.96,76,25,6.78,scattered clouds,2022-04-11 00:20:57
485,Kabo,CF,7.6994,18.629,77.97,64,90,7.43,overcast clouds,2022-04-11 00:25:19
486,Tiznit,MA,29.5833,-9.5,64.2,63,39,1.99,scattered clouds,2022-04-11 00:24:47
487,Santa Cruz,BO,-17.8,-63.1667,80.06,78,46,12.66,scattered clouds,2022-04-11 00:21:25
488,Yashkul,RU,46.1711,45.3435,53.24,62,94,7.61,overcast clouds,2022-04-11 00:25:20
489,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,77.23,70,9,5.08,clear sky,2022-04-11 00:25:20
490,Marsh Harbour,BS,26.5412,-77.0636,68.95,56,0,13.09,clear sky,2022-04-11 00:25:21
491,Kamwenge,UG,0.1866,30.4539,65.55,89,100,0.96,light rain,2022-04-11 00:25:21
492,Guangyuan,CN,32.442,105.823,68.76,67,43,2.8,scattered clouds,2022-04-11 00:25:22
493,Sanwer,IN,22.9833,75.8333,72.25,28,18,8.16,few clouds,2022-04-11 00:25:22
494,Sur,OM,22.5667,59.5289,86.29,33,15,7.65,few clouds,2022-04-11 00:25:23
495,Rockland,US,41.1668,-74.0496,45.23,53,73,8.01,broken clouds,2022-04-11 00:24:25
496,Port Hardy,CA,50.6996,-127.4199,46.58,61,75,11.5,broken clouds,2022-04-11 00:22:37
497,Oriximina,BR,-1.7656,-55.8661,75.02,96,87,3.31,overcast clouds,2022-04-11 00:25:23
498,Panaba,MX,21.2833,-88.2667,80.53,42,32,14.67,scattered clouds,2022-04-11 00:25:24
499,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,68.68,88,62,11.88,light rain,2022-04-11 00:25:25
500,Jalalabad,AF,34.4265,70.4515,77.02,22,97,1.07,overcast clouds,2022-04-11 00:25:25
501,Kemin,KG,42.7846,75.6892,56.53,55,44,5.37,scattered clouds,2022-04-11 00:25:25
502,Zholymbet,KZ,51.7433,71.7122,35.26,66,100,10.87,overcast clouds,2022-04-11 00:25:26
503,Nabire,ID,-3.3667,135.4833,80.85,79,93,2.39,overcast clouds,2022-04-11 00:25:26
504,Amazar,RU,53.858,120.875,28.8,57,100,5.1,overcast clouds,2022-04-11 00:26:27
505,Marsa Matruh,EG,31.3525,27.2453,59.2,88,0,6.91,clear sky,2022-04-11 00:26:28
506,Baruun-Urt,MN,46.6806,113.2792,31.91,61,99,17.81,overcast clouds,2022-04-11 00:26:28
507,Belmonte,BR,-15.8631,-38.8828,77.54,79,10,7.63,clear sky,2022-04-11 00:26:29
508,Obihiro,JP,42.9172,143.2044,42.21,62,92,1.81,overcast clouds,2022-04-11 00:26:29
509,Rock Hill,US,34.9249,-81.0251,62.78,33,0,3.44,clear sky,2022-04-11 00:26:30
510,Jacqueville,CI,5.2052,-4.4146,81.46,88,26,9.82,scattered clouds,2022-04-11 00:26:30
511,Korla,CN,41.7597,86.1469,53.76,51,28,10.87,scattered clouds,2022-04-11 00:26:30
512,Alibag,IN,18.6411,72.8792,82.47,78,98,4.36,overcast clouds,2022-04-11 00:26:31
513,Peleduy,RU,59.6289,112.7406,20.59,83,60,2.06,broken clouds,2022-04-11 00:26:31
514,Devgarh,IN,25.5333,73.9,77.61,16,31,8.66,scattered clouds,2022-04-11 00:26:31
515,Nokia,FI,61.4667,23.5,36.01,87,40,12.66,scattered clouds,2022-04-11 00:26:32
516,Quime,BO,-16.9833,-67.2167,52.21,94,77,2.93,broken clouds,2022-04-11 00:26:32
517,Garowe,SO,8.4054,48.4845,72.9,90,15,6.76,few clouds,2022-04-11 00:26:33
518,Todos Santos,MX,23.45,-110.2167,70.45,70,4,7.43,clear sky,2022-04-11 00:26:33
519,La Ronge,CA,55.1001,-105.2842,21.45,68,75,17.27,broken clouds,2022-04-11 00:22:40
520,Aripuana,BR,-9.1667,-60.6333,74.48,94,100,2.42,overcast clouds,2022-04-11 00:26:33
521,Vytegra,RU,61.0064,36.4481,33.55,87,82,9.28,broken clouds,2022-04-11 00:26:34
522,Havoysund,NO,70.9963,24.6622,39.43,83,100,22.35,overcast clouds,2022-04-11 00:25:56
523,Vagur,FO,61.4732,-6.8119,36.32,66,100,15.3,overcast clouds,2022-04-11 00:26:34
524,Ivanino,RU,51.6434,35.5769,45.12,97,100,7.58,overcast clouds,2022-04-11 00:26:35
525,Coihueco,CL,-36.6167,-71.8333,45.32,83,73,2.75,broken clouds,2022-04-11 00:26:26
526,Bacolod,PH,10.6667,122.95,73.74,95,100,11.1,overcast clouds,2022-04-11 00:26:35
527,Nizhnevartovsk,RU,60.9344,76.5531,24.82,58,0,4.47,clear sky,2022-04-11 00:24:15
528,Kamina,CD,-8.7386,24.9906,60.6,96,46,3.94,scattered clouds,2022-04-11 00:26:36
529,Del Rio,US,29.3627,-100.8968,93.6,14,0,3.44,clear sky,2022-04-11 00:26:36
530,Mariestad,SE,58.7097,13.8237,34.5,83,17,7.14,few clouds,2022-04-11 00:26:37
531,Kurilsk,RU,45.2333,147.8833,32.13,91,100,13.06,snow,2022-04-11 00:26:37
532,Lorengau,PG,-2.0226,147.2712,84.6,75,64,10.13,broken clouds,2022-04-11 00:26:37
533,Beloha,MG,-25.1667,45.05,72.59,83,96,17.11,overcast clouds,2022-04-11 00:26:38
534,Mocuba,MZ,-16.8392,36.9856,68.65,99,30,3.71,scattered clouds,2022-04-11 00:26:38
535,Olinda,BR,-8.0089,-34.8553,82.13,74,40,5.75,scattered clouds,2022-04-11 00:26:39
536,Chengde,CN,40.9725,117.9361,65.86,51,74,2.86,broken clouds,2022-04-11 00:26:39
537,Acapulco,MX,16.8634,-99.8901,84.02,65,75,11.5,broken clouds,2022-04-11 00:26:39
538,Nizhniy Kuranakh,RU,58.8353,125.4869,22.93,90,100,2.53,light snow,2022-04-11 00:26:40
539,Jati,PK,24.3539,68.2671,77.86,77,84,11.36,broken clouds,2022-04-11 00:26:40
540,Mendoza,AR,-32.8908,-68.8272,60.33,77,0,3.44,clear sky,2022-04-11 00:26:40
541,Wilmington,US,34.2257,-77.9447,60.71,42,0,5.75,clear sky,2022-04-11 00:22:07
542,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.55,75,27,6.87,scattered clouds,2022-04-11 00:26:41
543,Micheweni,TZ,-4.9667,39.8333,81.64,75,68,11.59,broken clouds,2022-04-11 00:26:41
544,Ouadda,CF,8.0777,22.4007,66.92,94,100,5.1,overcast clouds,2022-04-11 00:26:42
545,Kenai,US,60.5544,-151.2583,43.03,35,0,11.5,clear sky,2022-04-11 00:26:42
546,Coihaique,CL,-45.5752,-72.0662,48.81,96,77,6.51,broken clouds,2022-04-11 00:26:42
547,Onverwacht,SR,5.5833,-55.1833,77.0,94,40,8.05,scattered clouds,2022-04-11 00:26:43
548,Sergeyevka,KZ,53.88,67.4158,39.56,59,100,13.44,overcast clouds,2022-04-11 00:26:43
549,Matale,LK,7.4721,80.6234,70.03,94,87,2.82,overcast clouds,2022-04-11 00:26:44
550,Gigmoto,PH,13.7796,124.39,79.81,89,100,15.99,overcast clouds,2022-04-11 00:26:44
551,Canelones,UY,-34.6444,-56.2886,71.31,77,40,8.9,scattered clouds,2022-04-11 00:26:45
552,Ayagoz,KZ,47.9714,80.4392,30.81,71,31,13.62,scattered clouds,2022-04-11 00:24:28
553,Padang,ID,-0.9492,100.3543,75.25,85,48,3.04,scattered clouds,2022-04-11 00:27:45
554,Asfi,MA,32.2994,-9.2372,60.08,89,40,7.07,scattered clouds,2022-04-11 00:27:46
555,Bowen,AU,-20.0167,148.2333,81.37,72,86,13.76,overcast clouds,2022-04-11 00:27:46
556,La Baneza,ES,42.3003,-5.8977,55.2,65,63,11.21,broken clouds,2022-04-11 00:27:46
557,Qaqortoq,GL,60.7167,-46.0333,28.22,70,100,1.7,overcast clouds,2022-04-11 00:27:47
558,Labuhan,ID,-6.8844,112.2051,78.53,83,72,4.54,broken clouds,2022-04-11 00:26:21
559,Astana,KZ,51.1801,71.446,31.95,69,0,6.71,clear sky,2022-04-11 00:27:48
560,Fulton,US,33.7668,-84.4499,71.26,33,0,6.91,clear sky,2022-04-11 00:27:37
561,Biograd Na Moru,HR,43.9433,15.4519,45.75,59,0,4.68,clear sky,2022-04-11 00:27:48
562,Nishihara,JP,26.1842,127.7558,74.48,94,100,13.8,mist,2022-04-11 00:27:48
563,Aksarka,RU,66.5606,67.7975,33.66,99,100,10.6,overcast clouds,2022-04-11 00:27:49
564,Tongchuan,CN,35.0806,109.0897,69.22,34,4,4.21,clear sky,2022-04-11 00:27:49
565,Watsa,CD,3.0372,29.5355,64.47,97,100,3.0,overcast clouds,2022-04-11 00:27:50
566,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,72,79,21.99,broken clouds,2022-04-11 00:27:50
567,Mandok,HU,48.3215,22.1911,36.84,75,72,10.56,broken clouds,2022-04-11 00:27:51
568,Qasigiannguit,GL,68.8193,-51.1922,17.85,81,100,3.96,overcast clouds,2022-04-11 00:27:51
569,Staraya Russa,RU,57.9944,31.3608,31.78,89,18,6.46,few clouds,2022-04-11 00:27:52
570,Luena,AO,-11.7833,19.9167,60.91,96,100,0.96,overcast clouds,2022-04-11 00:24:40
571,Port Lincoln,AU,-34.7333,135.8667,64.74,74,94,14.81,overcast clouds,2022-04-11 00:26:37
572,Vokhma,RU,58.9303,46.7586,36.99,100,100,6.4,overcast clouds,2022-04-11 00:27:52
573,Tuatapere,NZ,-46.1333,167.6833,60.73,61,38,10.51,scattered clouds,2022-04-11 00:27:53
574,Dukat,RU,62.55,155.55,-2.36,85,75,4.12,broken clouds,2022-04-11 00:27:53
575,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,88.65,42,19,11.14,few clouds,2022-04-11 00:27:53
576,Dubai,AE,25.2582,55.3047,76.93,50,0,6.91,clear sky,2022-04-11 00:26:04
577,Maragogi,BR,-9.0122,-35.2225,78.19,76,13,6.73,few clouds,2022-04-11 00:27:54
578,Xichang,CN,27.8964,102.2634,60.17,79,65,0.6,broken clouds,2022-04-11 00:27:54
579,Saint-Andre-Avellin,CA,45.7168,-75.066,37.92,75,61,11.12,broken clouds,2022-04-11 00:27:55
580,Spornoye,RU,50.8448,37.2913,49.15,77,96,8.41,overcast clouds,2022-04-11 00:27:55
581,Madanapalle,IN,13.55,78.5,70.72,87,77,3.02,broken clouds,2022-04-11 00:27:55
582,Payo,ID,-3.7508,103.6372,73.17,90,90,1.41,overcast clouds,2022-04-11 00:27:56
583,Tafresh,IR,34.692,50.013,51.42,28,52,5.86,broken clouds,2022-04-11 00:27:56
584,Yhu,PY,-25.05,-55.9167,71.04,99,57,6.69,broken clouds,2022-04-11 00:27:57
585,Kaitong,CN,44.8135,123.15,48.74,51,100,18.59,overcast clouds,2022-04-11 00:27:57
586,Charters Towers,AU,-20.1,146.2667,80.91,63,80,9.62,broken clouds,2022-04-11 00:27:57
587,Mumford,GH,5.2618,-0.759,81.23,87,72,6.38,broken clouds,2022-04-11 00:27:58
588,Mount Isa,AU,-20.7333,139.5,91.17,33,33,17.27,scattered clouds,2022-04-11 00:27:58
589,Alice Springs,AU,-23.7,133.8833,80.15,24,54,4.61,broken clouds,2022-04-11 00:24:46
590,Kloulklubed,PW,7.0419,134.2556,82.9,83,100,24.63,overcast clouds,2022-04-11 00:25:47
591,Okha,RU,53.5739,142.9478,28.81,85,100,14.99,overcast clouds,2022-04-11 00:25:38
592,Yelizovo,RU,53.1873,158.3805,37.54,40,75,18.01,broken clouds,2022-04-11 00:27:59
593,Hualmay,PE,-11.0964,-77.6139,68.45,87,18,7.36,few clouds,2022-04-11 00:24:44
594,Tautira,PF,-17.7333,-149.15,81.32,76,34,20.2,scattered clouds,2022-04-11 00:28:00
595,Donghai,CN,22.9459,115.642,76.95,72,1,1.39,clear sky,2022-04-11 00:28:01
596,Nacala,MZ,-14.5428,40.6728,72.73,98,23,5.57,light rain,2022-04-11 00:28:01
597,Vangaindrano,MG,-23.35,47.6,72.99,86,100,5.46,overcast clouds,2022-04-11 00:28:02
598,Sapa,PH,5.1544,120.3241,80.26,82,97,6.15,overcast clouds,2022-04-11 00:25:02
599,Sambava,MG,-14.2667,50.1667,74.32,91,73,8.72,broken clouds,2022-04-11 00:24:37
600,Reconquista,AR,-29.15,-59.65,68.58,95,100,10.0,overcast clouds,2022-04-11 00:29:03
601,Gat,IL,31.61,34.7642,66.4,75,21,4.36,few clouds,2022-04-11 00:27:02
602,Hovd,MN,48.0056,91.6419,27.18,37,21,1.3,few clouds,2022-04-11 00:28:10
603,Demba,CD,-5.51,22.2667,68.92,91,93,0.65,overcast clouds,2022-04-11 00:29:04
604,Venustiano Carranza,MX,19.43,-99.0992,73.38,33,75,13.8,broken clouds,2022-04-11 00:29:04
605,Rauma,FI,61.1272,21.5113,39.24,80,100,17.22,overcast clouds,2022-04-11 00:25:39
606,Ginda,IN,30.6945,78.4932,58.17,17,0,8.63,clear sky,2022-04-11 00:29:04
607,Iranduba,BR,-3.2847,-60.1861,75.49,97,100,3.02,overcast clouds,2022-04-11 00:29:05
608,Kifri,IQ,34.6959,44.9661,67.69,30,24,6.02,few clouds,2022-04-11 00:29:06
609,Byron Bay,AU,-28.65,153.6167,76.95,71,45,8.84,scattered clouds,2022-04-11 00:29:06
610,Deniliquin,AU,-35.5333,144.9667,75.43,42,75,5.3,broken clouds,2022-04-11 00:29:06
611,Luderitz,NA,-26.6481,15.1594,72.99,45,0,10.45,clear sky,2022-04-11 00:25:26
612,Pishva,IR,35.308,51.7267,59.41,36,5,3.27,clear sky,2022-04-11 00:29:07
613,Hambantota,LK,6.1241,81.1185,73.74,100,20,0.0,few clouds,2022-04-11 00:24:16
614,Alofi,NU,-19.0595,-169.9187,84.09,70,75,8.05,broken clouds,2022-04-11 00:29:08
615,Andenes,NO,69.3143,16.1194,35.58,75,6,8.05,clear sky,2022-04-11 00:29:08
616,Tucuman,AR,-26.8241,-65.2226,69.8,100,75,1.14,broken clouds,2022-04-11 00:29:09
617,Barreirinha,BR,-2.7933,-57.07,75.02,98,100,2.3,overcast clouds,2022-04-11 00:29:09
618,Havelock,US,34.8791,-76.9013,57.16,52,0,8.05,clear sky,2022-04-11 00:29:10
619,Hit,IQ,33.6416,42.8251,71.94,20,34,5.64,scattered clouds,2022-04-11 00:29:10
620,Tateyama,JP,34.9833,139.8667,64.04,82,100,12.71,overcast clouds,2022-04-11 00:29:10
621,Skibbereen,IE,51.55,-9.2667,51.12,79,100,25.7,overcast clouds,2022-04-11 00:29:11
622,Chepareria,KE,1.3077,35.2039,60.62,76,92,5.17,overcast clouds,2022-04-11 00:29:12
623,Havre-Saint-Pierre,CA,50.2334,-63.5986,34.16,93,100,6.91,overcast clouds,2022-04-11 00:29:13
624,Rundu,NA,-17.9333,19.7667,64.49,91,41,5.82,scattered clouds,2022-04-11 00:29:13
625,Saint-Francois,FR,46.4154,3.9054,41.68,74,0,2.3,clear sky,2022-04-11 00:27:40
626,Oyama,JP,36.3,139.8,69.58,51,77,3.69,broken clouds,2022-04-11 00:29:13
627,Dharchula,IN,29.85,80.5333,63.34,21,0,8.01,clear sky,2022-04-11 00:29:14
628,Bodden Town,KY,19.2833,-81.25,80.6,69,20,11.5,few clouds,2022-04-11 00:29:14
629,Dongsheng,CN,39.8161,109.9776,44.51,22,100,19.37,overcast clouds,2022-04-11 00:29:15
630,Kachiry,KZ,53.0675,76.1036,31.42,80,2,7.94,clear sky,2022-04-11 00:29:16
631,Manakara,MG,-22.1333,48.0167,73.53,88,51,6.62,moderate rain,2022-04-11 00:29:16
632,Coahuayana,MX,18.7333,-103.6833,83.55,57,78,5.88,broken clouds,2022-04-11 00:29:17
633,Sayyan,YE,15.1718,44.3244,56.8,52,2,4.12,clear sky,2022-04-11 00:29:17
634,Adjumani,UG,3.3779,31.7909,71.01,64,88,0.31,overcast clouds,2022-04-11 00:29:17
635,Baykit,RU,61.67,96.37,19.6,96,90,3.11,overcast clouds,2022-04-11 00:25:13
636,Yazoo City,US,32.8551,-90.4056,68.5,61,1,14.07,clear sky,2022-04-11 00:29:18
637,Bonavista,CA,48.6499,-53.1147,31.44,97,100,12.75,light snow,2022-04-11 00:29:19
638,The Valley,AI,18.217,-63.0578,78.66,75,36,10.54,scattered clouds,2022-04-11 00:29:19
639,Abu Samrah,SY,35.3029,37.1841,59.27,59,48,3.22,scattered clouds,2022-04-11 00:29:20
640,Walvis Bay,NA,-22.9575,14.5053,57.09,100,0,5.75,clear sky,2022-04-11 00:29:20
641,Mehamn,NO,71.0357,27.8492,34.77,91,100,25.84,light snow,2022-04-11 00:29:20
642,Pochutla,MX,15.7432,-96.4661,84.02,53,23,7.83,few clouds,2022-04-11 00:29:21
643,Shelburne,CA,44.0787,-80.2041,34.9,77,45,5.61,scattered clouds,2022-04-11 00:29:21
644,Iskateley,RU,67.6803,53.1512,35.8,100,100,16.64,overcast clouds,2022-04-11 00:29:22
645,Faya,SA,18.3851,42.4509,60.91,40,0,3.15,clear sky,2022-04-11 00:30:22
646,Manzhouli,CN,49.6,117.4333,35.53,44,100,3.67,overcast clouds,2022-04-11 00:30:23
647,Amarante Do Maranhao,BR,-5.5667,-46.7422,72.01,97,100,0.43,overcast clouds,2022-04-11 00:30:23
648,Talnakh,RU,69.4865,88.3972,-0.04,96,96,6.78,overcast clouds,2022-04-11 00:30:23
649,Helong,CN,42.5397,128.9972,72.84,21,96,1.16,overcast clouds,2022-04-11 00:30:24
650,Spartanburg,US,34.9496,-81.9321,66.88,29,0,0.0,clear sky,2022-04-11 00:30:24
651,Vostok,RU,46.4856,135.8833,49.1,82,100,3.06,overcast clouds,2022-04-11 00:30:24
652,Oktyabrskiy,RU,54.4815,53.471,40.14,89,100,1.86,overcast clouds,2022-04-11 00:30:25
653,Fallon,US,39.4735,-118.7774,60.93,10,40,5.75,scattered clouds,2022-04-11 00:30:25
654,Espinho,PT,41.0076,-8.6413,57.11,88,100,14.99,overcast clouds,2022-04-11 00:30:26
655,Puerto Escondido,MX,15.85,-97.0667,85.03,70,0,6.91,clear sky,2022-04-11 00:30:26
656,Poya,NC,-21.35,165.15,80.92,76,94,6.93,overcast clouds,2022-04-11 00:30:27
657,Kenora,CA,49.8167,-94.4337,40.17,93,100,6.91,overcast clouds,2022-04-11 00:30:27
658,Stryn,NO,61.9045,6.7226,34.68,97,94,4.14,light snow,2022-04-11 00:30:28
659,Zhashkiv,UA,49.2454,30.1102,37.29,93,100,16.73,overcast clouds,2022-04-11 00:30:28
660,Palauig,PH,15.435,119.9045,83.05,67,100,0.74,overcast clouds,2022-04-11 00:30:29
661,Leningradskiy,RU,69.3833,178.4167,1.04,89,80,5.28,broken clouds,2022-04-11 00:29:18
662,Joshimath,IN,30.5667,79.5667,57.47,27,0,8.9,clear sky,2022-04-11 00:30:29
663,Saint-Georges,GD,12.0564,-61.7485,80.28,78,20,16.11,few clouds,2022-04-11 00:30:30
664,Cabo San Lucas,MX,22.8909,-109.9124,80.62,62,0,10.0,clear sky,2022-04-11 00:26:37
665,Ambilobe,MG,-13.2,49.05,72.0,94,4,2.93,clear sky,2022-04-11 00:30:31
666,Vanavara,RU,60.34,102.2797,23.32,84,19,5.39,few clouds,2022-04-11 00:30:31
667,Ozinki,RU,51.1786,49.6769,46.94,90,8,6.2,clear sky,2022-04-11 00:30:32
668,Eltham,NZ,-39.4292,174.3,66.27,59,65,5.91,broken clouds,2022-04-11 00:30:32
669,Gushikawa,JP,26.3544,127.8686,74.43,96,75,12.66,broken clouds,2022-04-11 00:30:32
670,Sola,VU,-13.8833,167.55,88.47,62,40,4.61,scattered clouds,2022-04-11 00:27:08
671,Acari,PE,-15.4311,-74.6158,71.04,75,26,4.52,scattered clouds,2022-04-11 00:30:33
672,Haimen,CN,23.1935,116.6142,71.49,67,17,2.51,few clouds,2022-04-11 00:30:33
673,Knysna,ZA,-34.0363,23.0471,64.18,74,7,4.27,clear sky,2022-04-11 00:30:34
674,Riyadh,SA,24.6877,46.7219,71.74,24,5,6.31,clear sky,2022-04-11 00:30:34
675,Placido De Castro,BR,-10.3353,-67.1856,73.87,98,100,2.93,overcast clouds,2022-04-11 00:30:35
676,Naushki,RU,50.3828,106.1056,34.63,46,7,3.58,clear sky,2022-04-11 00:30:35
677,Flinders,AU,-34.5833,150.8552,80.06,65,0,7.0,clear sky,2022-04-11 00:30:35
678,Kralendijk,BQ,12.15,-68.2667,80.58,78,40,16.11,scattered clouds,2022-04-11 00:30:36
679,Nasice,HR,45.4886,18.0878,39.74,70,0,7.02,clear sky,2022-04-11 00:30:36
680,Dahra,DZ,36.2546,0.8519,61.99,44,100,7.31,overcast clouds,2022-04-11 00:30:36
681,Tongliao,CN,43.6125,122.2653,56.46,62,100,1.23,overcast clouds,2022-04-11 00:30:37
682,Aksaray,TR,38.3726,34.0254,51.69,72,4,7.61,clear sky,2022-04-11 00:30:37
683,Fort-Shevchenko,KZ,44.5086,50.263,53.96,70,0,11.1,clear sky,2022-04-11 00:30:38
684,Paita,PE,-5.0892,-81.1144,71.38,81,53,16.84,broken clouds,2022-04-11 00:26:32
685,Senica,SK,48.6792,17.367,37.51,81,13,3.24,few clouds,2022-04-11 00:30:38
